1000PEPEUSDT|orderflow|long|INITIAL_SL|asian|expansion|8|0.000|0.000|-0.0001|5.17|0.27|1.05|723675
1000PEPEUSDT|orderflow|short|INITIAL_SL|european|trending_bear|2|0.000|0.000|-0.0001|4.41|0.27|0.93|3330755
1000PEPEUSDT|orderflow|short|INITIAL_SL|overnight|expansion|5|0.000|0.000|-0.0001|3.03|0.27|0.71|1506726
1000PEPEUSDT|orderflow|long|INITIAL_SL|overnight|trending_bull|10|0.000|0.000|-0.0001|1.66|0.27|0.66|1606325
1000PEPEUSDT|orderflow|long|INITIAL_SL|overnight|trending_bear|7|0.000|0.000|-0.0001|4.62|0.27|0.75|1117256
1000PEPEUSDT|orderflow|long|INITIAL_SL|european|expansion|6|0.000|0.000|-0.0001|3.54|0.28|0.94|1706867
1000PEPEUSDT|orderflow|short|INITIAL_SL|asian|expansion|8|0.000|0.000|-0.0001|3.39|0.27|1.12|424476
1000PEPEUSDT|orderflow|long|INITIAL_SL|us_main|expansion|4|0.000|0.000|-0.0001|3.31|0.27|1.00|531028
1000PEPEUSDT|orderflow|short|INITIAL_SL|asian|trending_bear|4|0.000|0.000|-0.0001|4.55|0.27|1.10|581859
1000PEPEUSDT|orderflow|long|TIMEOUT|asian|range|9|0.222|0.000|-0.0001|4.16|0.27|0.97|3617577
1000PEPEUSDT|orderflow|short|TRAIL_SL|european|range|1|1.000|0.000|0.0000|0.00|0.26|0.87|887323
1000PEPEUSDT|orderflow|long|TIMEOUT|overnight|range|1|0.000|0.000|0.0000|2.92|0.27|0.80|3615343
1000PEPEUSDT|orderflow|short|TIMEOUT|overnight|range|2|1.000|0.000|0.0000|2.65|0.27|0.58|3597650
1000PEPEUSDT|orderflow|short|INITIAL_SL|us_main|trending_bear|1|0.000|0.000|0.0000|3.73|0.28|1.63|85801
1000PEPEUSDT|orderflow|long|INITIAL_SL|european|trending_bull|2|0.000|0.000|0.0000|2.62|0.28|0.98|843049
1000PEPEUSDT|orderflow|long|TIMEOUT|us_main|trending_bull|2|1.000|0.000|0.0000|2.66|0.27|0.33|3614663
1000PEPEUSDT|orderflow|short|TP|asian|range|2|1.000|0.000|0.0000|4.14|0.27|0.80|618441
1000PEPEUSDT|orderflow|short|TIMEOUT|asian|range|3|0.333|0.000|0.0000|2.67|0.28|1.70|3621317
1000PEPEUSDT|orderflow|short|INITIAL_SL|us_main|expansion|2|0.000|0.000|0.0000|5.09|0.27|0.73|221657
1000PEPEUSDT|orderflow|long|TIMEOUT|european|expansion|2|0.500|0.000|0.0000|2.48|0.28|1.05|3617381
1000PEPEUSDT|orderflow|long|TP|asian|range|5|1.000|0.000|0.0000|4.15|0.27|0.61|1089282
1000PEPEUSDT|orderflow|short|TP|european|range|1|1.000|0.000|0.0000|1.62|0.26|0.68|897041
1000PEPEUSDT|cryptoorderflow|long|TRAIL_SL|overnight|na|1|1.000|0.000|0.0000|3.18|0.27|0.93|631671
1000PEPEUSDT|orderflow|long|TRAIL_SL|european|trending_bull|1|1.000|0.000|0.0000|0.00|0.27|1.57|1309567
1000PEPEUSDT|orderflow|short|TIMEOUT|overnight|trending_bull|3|0.000|0.000|0.0000|1.41|0.27|1.01|3610367
1000PEPEUSDT|orderflow|long|TRAIL_SL|asian|trending_bear|2|1.000|0.000|0.0000|4.82|0.27|1.58|1154015
1000PEPEUSDT|orderflow|short|TRAIL_SL|european|trending_bull|1|1.000|0.000|0.0000|0.00|0.28|0.98|2493192
1000PEPEUSDT|cryptoorderflow|short|TRAIL_SL|european|na|1|1.000|0.000|0.0000|3.17|0.28|0.48|2721006
1000PEPEUSDT|cryptoorderflow|long|TRAIL_SL|us_main|na|2|1.000|0.000|0.0000|6.70|0.28|0.78|501754
1000PEPEUSDT|orderflow|short|TP|overnight|range|2|1.000|0.000|0.0000|3.20|0.27|0.46|1190313
1000PEPEUSDT|orderflow|long|TRAIL_SL|overnight|expansion|2|1.000|0.000|0.0000|1.70|0.27|0.73|2585731
1000PEPEUSDT|orderflow|short|TRAIL_SL|overnight|trending_bull|2|1.000|0.000|0.0000|3.73|0.27|1.07|2389037
1000PEPEUSDT|orderflow|long|TIMEOUT|asian|expansion|1|0.000|0.000|0.0000|3.73|0.27|0.93|3612049
1000PEPEUSDT|orderflow|short|TRAIL_SL|us_main|expansion|2|1.000|0.000|0.0000|4.41|0.27|1.10|665047
1000PEPEUSDT|orderflow|long|TIMEOUT|asian|trending_bear|2|0.000|0.000|0.0000|1.96|0.27|1.66|3597419
1000PEPEUSDT|orderflow|long|TIMEOUT|european|range|5|0.400|0.000|0.0000|2.68|0.39|0.82|3613392
1000PEPEUSDT|orderflow|short|TIMEOUT|european|range|2|0.000|0.000|0.0000|2.09|0.27|0.87|3602980
1000PEPEUSDT|orderflow|long|TP|unknown|na|4|1.000|0.000|0.0000|1.06|0.27||1370499
1000PEPEUSDT|cryptoorderflow|short|TP|us_main|na|1|1.000|0.000|0.0000|1.07|0.27|0.88|622298
1000PEPEUSDT|orderflow|long|TRAIL_SL|us_main|trending_bear|1|1.000|0.000|0.0000|0.00|0.28|0.88|382690
1000PEPEUSDT|cryptoorderflow|short|TRAIL_SL|overnight|na|5|1.000|0.000|0.0000|2.81|0.27|0.96|1803961
1000PEPEUSDT|cryptoorderflow|long|TP|us_main|na|2|1.000|0.000|0.0000|3.45|0.27|0.38|383514
1000PEPEUSDT|orderflow|long|TRAIL_SL|asian|expansion|2|1.000|0.000|0.0000|4.00|0.27|1.34|285611
1000PEPEUSDT|orderflow|long|TRAIL_SL|us_main|expansion|1|1.000|0.000|0.0000|5.92|0.28|1.92|374439
1000PEPEUSDT|cryptoorderflow|long|INITIAL_SL|unknown|na|2|0.000|0.000|0.0000|0.13|||2942826
1000PEPEUSDT|orderflow|short|TRAIL_SL|asian|trending_bear|8|1.000|0.000|0.0001|3.10|0.27|1.30|1226829
1000PEPEUSDT|orderflow|long|TP|us_main|range|5|1.000|0.000|0.0001|1.63|0.27|0.41|1047867
1000PEPEUSDT|orderflow|long|TRAIL_SL|european|expansion|4|1.000|0.000|0.0001|1.27|0.27|1.07|2073513
1000PEPEUSDT|orderflow|short|TRAIL_SL|unknown|na|8|1.000|0.000|0.0001|1.00|0.27||1797053
1000PEPEUSDT|orderflow|long|TRAIL_SL|us_main|range|7|1.000|0.000|0.0001|1.85|0.27|0.60|824511
1000PEPEUSDT|orderflow|short|TP|us_main|range|10|1.000|0.000|0.0001|2.85|0.27|1.18|1473300
1000PEPEUSDT|orderflow|short|TRAIL_SL|asian|expansion|4|1.000|0.000|0.0001|4.82|0.27|0.73|723021
1000PEPEUSDT|orderflow|long|TRAIL_SL|overnight|range|9|1.000|0.000|0.0001|4.12|0.27|0.64|1326464
1000PEPEUSDT|orderflow|long|TRAIL_SL|overnight|trending_bear|12|1.000|0.000|0.0001|3.08|0.32|0.92|1219405
1000PEPEUSDT|orderflow|long|TRAIL_SL|overnight|trending_bull|8|1.000|0.000|0.0001|2.91|0.27|0.71|1249794
1000PEPEUSDT|orderflow|short|TP|unknown|na|2|1.000|0.000|0.0001|0.00|0.27||1091894
1000PEPEUSDT|orderflow|long|TRAIL_SL|asian|trending_bull|4|1.000|0.000|0.0001|1.59|0.27|1.02|848539
1000PEPEUSDT|orderflow|long|TRAIL_SL|asian|range|15|1.000|0.000|0.0002|1.97|0.27|0.84|960464
1000PEPEUSDT|orderflow|short|TRAIL_SL|asian|range|15|1.000|0.000|0.0002|2.69|0.27|0.69|1561625
1000PEPEUSDT|orderflow|long|TRAIL_SL|european|range|14|1.000|0.000|0.0002|2.98|0.27|0.96|1100430
SOLUSDT|cryptoorderflow|short|TRAIL_SL|overnight|na|1|1.000|0.000|0.0002|1.70|1.15|0.83|106311
1000PEPEUSDT|orderflow|short|TRAIL_SL|overnight|expansion|14|1.000|0.000|0.0002|1.61|0.27|0.88|1502092
ETHUSDT|orderflow|short|TIMEOUT|asian|range|1|1.000|0.000|0.0003|2.40|0.05|1.15|3618679
SOLUSDT|cryptoorderflow|short|TRAIL_SL|european|na|2|1.000|0.000|0.0010|4.59|1.18|0.95|499794
SOLUSDT|cryptoorderflow|short|TP|unknown|na|2|1.000|0.004|0.0074|0.00|||1030260
SOLUSDT|cryptoorderflow|short|TP|us_main|na|3|1.000|0.002|0.0075|1.33|1.15|4.83|867270
SOLUSDT|cryptoorderflow|short|TRAIL_SL|unknown|na|7|1.000|0.001|0.0080|6.27|||1136529
SOLUSDT|cryptoorderflow|short|TRAIL_SL|us_main|na|6|1.000|0.001|0.0082|4.19|1.16|2.17|2140014
ETHUSDT|cryptoorderflow|short|TP|european|na|1|1.000|0.030|0.0297|4.00|0.05|1.53|2384301
SOLUSDT|orderflow|short|TIMEOUT|overnight|trending_bull|1|1.000|0.046|0.0456|4.00|1.18|2.65|3627481
SOLUSDT|orderflow|short|TIMEOUT|asian|trending_bear|5|0.800|0.011|0.0529|3.30|1.18|1.18|3611193
SOLUSDT|orderflow|long|TRAIL_SL|us_main|range|1|1.000|0.058|0.0576|0.00|1.20|1.78|55015
ETHUSDT|cryptoorderflow|short|TP|us_main|na|2|1.000|0.049|0.0972|3.57|0.05|1.34|1543700
SOLUSDT|orderflow|long|TIMEOUT|us_main|range|1|1.000|0.101|0.1006|1.64|1.18|2.02|3611524
ETHUSDT|cryptoorderflow|short|TRAIL_SL|unknown|na|3|0.667|0.042|0.1039|7.47|||1356487
SOLUSDT|orderflow|short|TIMEOUT|overnight|range|3|1.000|0.041|0.1216|4.00|1.18|3.19|3613288
SOLUSDT|orderflow|short|TRAIL_SL|us_main|trending_bull|1|1.000|0.135|0.1345|2.82|1.18|1.52|155901
SOLUSDT|orderflow|long|TRAIL_SL|overnight|trending_bear|1|1.000|0.170|0.1700|0.00|1.18|1.48|1606636
ETHUSDT|orderflow|short|TIMEOUT|overnight|trending_bull|6|0.667|0.012|0.1777|2.92|0.05|1.99|3615351
SOLUSDT|orderflow|short|TRAIL_SL|asian|trending_bull|1|1.000|0.196|0.1959|2.83|1.17|0.82|1211465
ETHUSDT|cryptoorderflow|short|TP|unknown|na|3|1.000|0.070|0.2095|5.28|||1690749
ETHUSDT|orderflow|short|TIMEOUT|european|range|1|1.000|0.130|0.2458|0.00|0.05|0.91|3619393
SOLUSDT|cryptoorderflow|short|TIMEOUT|asian|na|17|0.706|0.003|0.2462|3.52|1.18|1.21|3615243
SOLUSDT|cryptoorderflow|short|TRAIL_SL|asian|na|6|1.000|0.057|0.3447|3.22|1.17|1.48|1796946
SOLUSDT|orderflow|long|TRAIL_SL|us_main|trending_bear|2|1.000|0.174|0.3479|4.60|1.20|1.27|232578
ETHUSDT|orderflow|short|TRAIL_SL|us_main|trending_bull|1|1.000|-0.205|0.3650|4.00|0.05|1.13|713925
1000PEPEUSDT|orderflow|short|TIMEOUT|us_main|na|1|1.000|0.076|0.3788|0.01|0.27|0.88|3598603
BTCUSDT|orderflow|long|TIMEOUT|overnight|expansion|2|1.000|0.271|0.5424|0.85|0.01|0.48|3603620
ETHUSDT|cryptoorderflow|short|TRAIL_SL|european|na|13|1.000|0.046|0.5953|3.39|0.05|1.53|789886
SOLUSDT|orderflow|short|TRAIL_SL|asian|expansion|3|1.000|0.219|0.6576|5.18|1.17|1.34|1769423
BTCUSDT|orderflow|long|TP|overnight|range|1|1.000|0.688|0.6884|3.31|0.01|0.41|1589782
SOLUSDT|orderflow|short|TRAIL_SL|asian|range|5|1.000|0.144|0.7217|3.77|1.17|1.12|1119919
ETHUSDT|orderflow|short|TRAIL_SL|us_main|trending_bear|2|1.000|0.022|0.7303|3.25|0.05|0.70|1002584
SOLUSDT|orderflow|long|TRAIL_SL|asian|trending_bull|6|1.000|0.132|0.7928|1.85|1.17|1.44|986333
BTCUSDT|orderflow|short|TRAIL_SL|asian|trending_bear|1|1.000|0.795|0.7946|4.85|0.01|0.83|1486260
SOLUSDT|orderflow|short|TRAIL_SL|asian|trending_bear|7|1.000|0.122|0.8552|3.83|1.17|1.39|1814364
ETHUSDT|orderflow|short|TRAIL_SL|european|trending_bear|1|1.000|0.605|0.8824|0.00|0.05|1.53|344252
SOLUSDT|cryptoorderflow|long|TRAIL_SL|unknown|na|1|1.000|0.609|0.9159|0.00|||5779820
BTCUSDT|cryptoorderflow|long|TP|european|na|1|1.000|0.634|0.9524|2.14|0.01|0.08|901410
BTCUSDT|orderflow|long|TIMEOUT|overnight|trending_bull|11|0.636|0.095|0.9854|2.78|0.01|0.37|3610219
1000PEPEUSDT|orderflow|short|TIMEOUT|european|na|1|1.000|0.200|0.9981|3.17|0.28|0.48|3614042
BTCUSDT|cryptoorderflow|long|TRAIL_SL|us_main|na|1|1.000|0.596|1.0247|3.11|0.01|1.51|62265
1000PEPEUSDT|cryptoorderflow|short|TIMEOUT|european|na|5|0.400|0.043|1.0630|2.37|0.27|0.83|3605097
1000PEPEUSDT|orderflow|short|TRAIL_SL|us_main|range|5|1.000|0.161|1.2040|2.43|0.27|0.64|1007992
BTCUSDT|cryptoorderflow|short|TP|asian|na|1|1.000|0.834|1.2482|0.00|0.01|0.31|622053
1000PEPEUSDT|orderflow|short|TRAIL_SL|overnight|range|20|1.000|0.043|1.2638|3.68|0.27|0.74|1273378
1000PEPEUSDT|orderflow|short|TRAIL_SL|overnight|trending_bear|9|1.000|0.065|1.2678|3.34|0.27|1.09|1437420
BTCUSDT|orderflow|long|TRAIL_SL|asian|trending_bear|1|1.000|0.960|1.3270|3.87|0.01|2.22|1104259
BTCUSDT|orderflow|long|TRAIL_SL|us_main|range|1|1.000|0.854|1.3530|4.55|0.01|1.51|725259
ETHUSDT|cryptoorderflow|short|TRAIL_SL|us_main|na|28|0.964|0.049|1.3857|3.46|0.05|1.40|1188909
BTCUSDT|orderflow|short|TRAIL_SL|european|trending_bull|1|1.000|1.053|1.4681|4.00|0.01|1.51|2624737
SOLUSDT|cryptoorderflow|long|TRAIL_SL|overnight|na|2|1.000|0.501|1.5048|4.57|1.17|1.11|1621607
ETHUSDT|orderflow|short|TRAIL_SL|overnight|trending_bear|1|1.000|0.955|1.5202|2.92|0.05|1.53|1604053
BTCUSDT|cryptoorderflow|short|TRAIL_SL|overnight|na|2|1.000|0.521|1.5604|2.99|0.01|0.38|1535897
ETHUSDT|orderflow|short|TRAIL_SL|asian|range|1|1.000|0.877|1.6903|3.06|0.05|1.53|3337163
ETHUSDT|orderflow|short|TRAIL_SL|overnight|expansion|2|1.000|0.871|1.7419|2.97|0.05|2.31|2896107
ETHUSDT|cryptoorderflow|short|TRAIL_SL|overnight|na|5|1.000|0.237|1.7527|2.96|0.05|1.00|1194611
ETHUSDT|orderflow|short|TIMEOUT|us_main|range|2|1.000|0.238|1.7530|0.00|0.05|1.53|3609662
BTCUSDT|orderflow|long|TRAIL_SL|asian|range|2|1.000|0.645|1.7937|3.05|0.01|0.96|306493
ETHUSDT|orderflow|long|TP|overnight|range|1|1.000|0.985|2.0454|4.99|0.05|1.53|2615053
ETHUSDT|orderflow|short|TIMEOUT|us_main|trending_bull|2|1.000|0.370|2.1069|3.41|0.05|1.53|3623662
BTCUSDT|cryptoorderflow|long|TRAIL_SL|overnight|na|2|1.000|0.749|2.1694|2.46|0.01|0.33|1637731
BTCUSDT|orderflow|short|TRAIL_SL|european|range|1|1.000|0.944|2.1900|6.99|0.01|1.28|2520093
BTCUSDT|orderflow|short|TP|asian|range|3|1.000|0.559|2.3149|1.33|0.01|1.26|2297764
BTCUSDT|orderflow|short|TRAIL_SL|european|expansion|1|1.000|1.306|2.3406|4.01|0.01|1.51|2609093
SOLUSDT|orderflow|long|TRAIL_SL|european|na|1|1.000|0.475|2.3746|0.00|1.19|1.28|7350390
BTCUSDT|cryptoorderflow|long|TRAIL_SL|unknown|na|1|1.000|0.475|2.3746|15.60|||27151329
1000PEPEUSDT|orderflow|long|TRAIL_SL|overnight|na|1|1.000|0.475|2.3746|4.00|0.27|0.93|15589566
1000PEPEUSDT|orderflow|long|TRAIL_SL|us_main|trending_bull|3|1.000|0.411|2.3996|3.55|0.27|0.68|1122453
SOLUSDT|cryptoorderflow|long|TRAIL_SL|european|na|1|1.000|1.731|2.6422|4.00|1.18|1.62|3484196
BTCUSDT|orderflow|long|TRAIL_SL|european|range|2|1.000|0.864|2.8596|3.72|0.01|1.87|692326
1000PEPEUSDT|orderflow|long|TRAIL_SL|european|trending_bear|3|1.000|0.395|2.8895|1.06|0.27|1.16|1105639
ETHUSDT|orderflow|short|TRAIL_SL|overnight|trending_bull|2|1.000|0.993|2.9263|0.00|0.05|1.53|1639182
BTCUSDT|orderflow|long|TRAIL_SL|overnight|trending_bear|3|1.000|0.704|2.9276|2.39|0.01|0.51|1691432
ETHUSDT|cryptoorderflow|short|TRAIL_SL|asian|na|16|1.000|0.138|3.1060|3.09|0.05|1.72|2477756
BTCUSDT|orderflow|short|TRAIL_SL|us_main|trending_bear|3|1.000|0.693|3.2138|3.55|0.01|0.86|1563131
BTCUSDT|orderflow|long|TRAIL_SL|overnight|range|4|1.000|0.677|3.2429|3.22|0.01|0.81|1591507
ETHUSDT|orderflow|long|TRAIL_SL|asian|trending_bull|3|1.000|0.798|3.5319|3.20|0.05|2.78|317690
BTCUSDT|cryptoorderflow|short|TP|european|na|1|1.000|2.397|3.5782|4.00|0.01|1.42|3143821
SOLUSDT|cryptoorderflow|long|TRAIL_SL|us_main|na|4|1.000|0.598|3.5968|3.71|1.16|2.45|1730442
BTCUSDT|orderflow|short|TIMEOUT|asian|na|59|0.390|0.013|3.7265|2.69|0.02|0.67|3598245
ETHUSDT|orderflow|short|TRAIL_SL|asian|trending_bull|3|1.000|0.900|4.0140|5.99|0.05|1.53|2144716
BTCUSDT|cryptoorderflow|long|TIMEOUT|european|na|102|0.392|0.005|4.0544|3.38|0.01|0.88|3594598
1000PEPEUSDT|orderflow|short|TRAIL_SL|asian|trending_bull|13|1.000|0.235|4.1246|4.16|0.27|0.77|1478773
ETHUSDT|orderflow|long|TRAIL_SL|overnight|trending_bull|3|1.000|1.074|4.1486|2.88|0.05|0.96|1242715
ETHUSDT|orderflow|long|TRAIL_SL|asian|trending_bear|4|1.000|0.872|4.2376|2.84|0.05|1.74|617616
BTCUSDT|orderflow|long|TRAIL_SL|unknown|na|2|1.000|0.475|4.7491|15.90|||27161678
1000PEPEUSDT|cryptoorderflow|short|TRAIL_SL|asian|na|3|1.000|0.317|4.7508|4.36|0.27|1.38|9862041
SOLUSDT|cryptoorderflow|long|TIMEOUT|unknown|na|9|0.889|0.263|5.2874|6.66|||3595068
SOLUSDT|cryptoorderflow|long|TRAIL_SL|asian|na|3|1.000|1.036|5.8776|1.64|1.18|1.43|1015395
ETHUSDT|orderflow|long|TRAIL_SL|unknown|na|4|1.000|0.970|6.8388|0.00|0.05||3271735
BTCUSDT|orderflow|short|TRAIL_SL|us_main|range|4|1.000|0.917|6.9943|4.32|0.01|1.39|1225487
BTCUSDT|cryptoorderflow|short|TRAIL_SL|asian|na|5|1.000|0.926|7.0481|2.51|0.01|0.46|1469180
ETHUSDT|orderflow|long|TRAIL_SL|asian|range|5|1.000|0.880|8.0929|3.15|0.05|1.43|842037
BTCUSDT|orderflow|long|TRAIL_SL|european|trending_bear|7|1.000|0.926|8.3643|3.90|0.01|1.45|1559917
1000PEPEUSDT|cryptoorderflow|long|TIMEOUT|unknown|na|4|1.000|0.453|8.9741|2.20|||3616714
SOLUSDT|orderflow|long|TRAIL_SL|unknown|na|4|1.000|0.475|9.4983|0.00|||23934917
1000PEPEUSDT|cryptoorderflow|long|TRAIL_SL|european|na|4|1.000|0.475|9.4983|4.48|0.28|1.25|6574445
BTCUSDT|cryptoorderflow|long|TIMEOUT|unknown|na|21|0.762|0.093|9.6395|2.50|||3617468
ETHUSDT|orderflow|long|TRAIL_SL|overnight|range|6|1.000|0.884|11.4427|2.70|0.05|1.28|1282541
BTCUSDT|cryptoorderflow|long|TRAIL_SL|asian|na|9|1.000|0.874|11.9871|3.33|0.01|0.65|956066
ETHUSDT|cryptoorderflow|long|TRAIL_SL|unknown|na|4|1.000|1.010|12.0207|0.00|||2413900
ETHUSDT|orderflow|short|TRAIL_SL|asian|trending_bear|8|1.000|0.970|13.5899|2.71|0.05|1.69|1655801
1000PEPEUSDT|cryptoorderflow|long|TRAIL_SL|unknown|na|9|1.000|0.326|14.6478|0.00|||5683828
ETHUSDT|cryptoorderflow|long|TIMEOUT|unknown|na|25|0.560|0.086|15.8803|4.00|||3594470
SOLUSDT|orderflow|long|TIMEOUT|unknown|na|35|0.829|0.176|17.2083|5.49|1.18||3578592
ETHUSDT|orderflow|short|TRAIL_SL|overnight|range|12|1.000|0.869|18.5848|3.24|0.05|1.64|1233871
ETHUSDT|cryptoorderflow|long|TRAIL_SL|us_main|na|22|1.000|0.526|19.0246|5.23|0.05|1.51|954840
1000PEPEUSDT|orderflow|long|TRAIL_SL|unknown|na|52|1.000|0.170|20.4667|0.49|0.28||1187148
ETHUSDT|cryptoorderflow|long|TRAIL_SL|overnight|na|10|1.000|1.032|21.6308|2.40|0.05|0.98|3145812
BTCUSDT|cryptoorderflow|long|TRAIL_SL|european|na|19|1.000|0.826|24.8213|3.25|0.01|0.76|1463557
ETHUSDT|orderflow|long|TRAIL_SL|overnight|na|12|1.000|0.475|28.4949|2.73|0.05|0.93|18342626
BTCUSDT|cryptoorderflow|short|TRAIL_SL|us_main|na|22|1.000|0.670|30.7344|3.22|0.01|0.74|1246144
BTCUSDT|cryptoorderflow|short|TRAIL_SL|european|na|17|1.000|1.077|32.5087|3.23|0.01|0.95|2070566
ETHUSDT|cryptoorderflow|long|TRAIL_SL|asian|na|21|1.000|1.054|36.2971|2.97|0.05|1.49|996992
ETHUSDT|cryptoorderflow|long|TRAIL_SL|european|na|30|1.000|0.633|69.7930|4.00|0.05|1.22|6045354
ETHUSDT|orderflow|long|TRAIL_SL|european|na|26|1.000|0.560|72.8386|3.78|0.05|1.06|9215157
